ID_HECHO,N_VICTIMAS,FECHA,HORA,COMUNA,TIPO_DE_CALLE,XY (CABA),LONGITUD,LATITUD,VEHICULO_ACUSADO
LC-2019-0206901,2,2019-04-02,20.0,12,,Point (98328.75981126580154523 107052.86398228930193),-58.481511,-34.565691,
LC-2019-0236625,1,2019-04-02,23.0,15,,Point (99390.13394535449333489 105954.98891859588911757),-58.469946,-34.575589,
LC-2019-0205227,1,2019-04-03,9.0,13,,Point (101136.65433657696121372 108467.01831434975611046),-58.450915,-34.552944,
LC-2019-0207601,1,2019-04-03,22.0,7,,Point (103495.00282622636586893 98875.38064053392736241),-58.425181,-34.639402,
LC-2019-0210392,1,2019-04-03,17.0,10,,Point (96768.23506883147638291 101401.39852042452548631),-58.498538,-34.616632,
LC-2019-0204984,1,2019-04-03,1.0,10,,Point (93912.12146558152744547 101847.6706546693603741),-58.529677,-34.612596,
LC-2019-0204986,1,2019-04-03,1.0,9,,Point (94857.33191261706815567 96825.38298403583758045),-58.519402,-34.657874,
LC-2019-0205008,1,2019-04-03,3.0,6,,Point (103207.86193048459244892 101091.82947417636751197),-58.428321,-34.619423,
LC-2019-0205290,1,2019-04-03,8.0,3,,Point (105342.95190546811500099 101120.9182148119143676),-58.40504,-34.619152,
LC-2019-0205320,1,2019-04-03,9.0,13,,Point (101725.31489730182511266 105255.2086198125325609),-58.444495,-34.581896,
LC-2019-0205324,1,2019-04-03,8.0,2,,Point (105527.08014174296113197 103717.43018006642523687),-58.403049,-34.595745,
LC-2019-0205332,1,2019-04-03,9.0,4,,Point (104400.09768094129685778 98015.37130823849292938),-58.415305,-34.647151,
LC-2019-0205404,2,2019-04-03,8.0,2,,Point (106062.21537832247850019 104636.06872316743829288),-58.397222,-34.587461,
LC-2019-0205439,1,2019-04-03,8.0,7,,Point (102044.27968596808204893 99901.83428158894821536),-58.441006,-34.630153,
LC-2019-0205444,1,2019-04-03,9.0,10,,Point (93923.75122871217899956 99800.28565450613677967),-58.529565,-34.631052,
LC-2019-0205591,1,2019-04-03,8.0,9,,Point (94030.76669932194636203 97681.07176124800753314),-58.528413,-34.650156,
LC-2019-0205787,1,2019-04-03,11.0,7,,Point (101239.78513983089942485 98899.462909931622562),-58.449778,-34.63919,
LC-2019-0205809,1,2019-04-03,12.0,1,,Point (107409.27648141009558458 103345.16522715549217537),-58.382528,-34.599089,
LC-2019-0206274,2,2019-04-03,13.0,8,,Point (98656.97518012092041317 95171.70886453348794021),-58.477954,-34.672793,
LC-2019-0206391,1,2019-04-03,9.0,6,,Point (102043.04506255903106648 100983.43825805450615007),-58.441022,-34.620403,
LC-2019-0206632,1,2019-04-03,10.0,6,,Point (103242.2715726528695086 100880.37816765916068107),-58.427945,-34.621329,
LC-2019-0206925,1,2019-04-03,17.0,13,,Point (99826.63675923987466376 109078.20485449869011063),-58.465188,-34.547435,
LC-2019-0206939,1,2019-04-03,17.0,14,,Point (103570.70179103201371618 105543.56128741138672922),-58.424383,-34.579292,
LC-2019-0207104,1,2019-04-03,14.0,4,,Point (105516.07115452336438466 97969.96168152660538908),-58.403132,-34.647555,
LC-2019-0207196,2,2019-04-03,17.0,12,,Point (97690.48577414837200195 108603.78140488090866711),-58.488462,-34.551709,
LC-2019-0207219,2,2019-04-03,17.0,12,,,-58.477098,-34.539006,
LC-2019-0207227,1,2019-04-03,16.0,8,,Point (100301.58729764269082807 93372.89403757963737007),-58.460009,-34.689009,
LC-2019-0207230,1,2019-04-03,19.0,12,,Point (98747.35143550636712462 106130.63802692691388074),-58.476951,-34.574005,
LC-2019-0207234,1,2019-04-03,19.0,3,,Point (105023.50933626313053537 103133.87237936539168004),-58.408535,-34.601008,
LC-2019-0207330,1,2019-04-03,18.0,2,,Point (105298.18496853335818741 103850.01691295228374656),-58.405545,-34.594551,
LC-2019-0207413,1,2019-04-03,20.0,13,,Point (101469.18856723270437215 109124.80233293837227393),-58.447293,-34.547014,
LC-2019-0207428,1,2019-04-03,17.0,8,,Point (103178.72494440896844026 96558.521815594722284),-58.428622,-34.660288,
LC-2019-0207464,1,2019-04-03,20.0,9,,Point (96339.80979651256348006 96024.93013525975402445),-58.503233,-34.665096,
LC-2019-0207574,1,2019-04-03,19.0,14,,Point (104207.86367032439738978 104790.72829680689028464),-58.417435,-34.586076,
LC-2019-0207589,1,2019-04-03,22.0,2,,Point (105590.92230472122901119 103861.93820439043338411),-58.402354,-34.594442,
LC-2019-0207646,1,2019-04-03,19.0,11,,Point (94724.61763981114199851 103791.7271752701344667),-58.520806,-34.595076,
LC-2019-0207772,1,2019-04-03,23.0,7,,Point (101731.90556973445927724 97582.37740527093410492),-58.444408,-34.651062,
LC-2019-0207808,1,2019-04-03,22.0,15,,Point (103517.17397277019335888 103484.77475138007139321),-58.424958,-34.597851,
LC-2019-0209113,1,2019-04-03,11.0,,,,,,
LC-2019-0210354,1,2019-04-03,18.0,14,,Point (102004.34033313549298327 104883.41776535233657341),-58.441453,-34.585247,
LC-2019-0214709,2,2019-04-03,13.0,9,,Point (95998.15205327224975917 98426.29135293266153894),-58.506949,-34.643448,
LC-2019-0219006,1,2019-04-03,22.0,8,,Point (100236.58777561414171942 91732.49967877700692043),-58.460718,-34.703796,
LC-2019-0226531,1,2019-04-03,11.0,1,,Point (108233.99847164331004024 104241.36885049512784462),-58.373546,-34.591004,
LC-2019-0238588,1,2019-04-03,8.0,12,,Point (97735.45855030875827651 109341.71454127138713375),-58.48797,-34.545057,
LC-2019-0208339,1,2019-04-04,6.0,6,,Point (103045.68859994722879492 100425.28290040299179964),-58.430087,-34.625432,
LC-2019-0209463,1,2019-04-04,16.0,,,,,,
LC-2019-0209856,1,2019-04-04,16.0,15,,Point (103012.62884010275593027 103434.14229935398907401),-58.430458,-34.598309,
LC-2019-0210508,1,2019-04-04,22.0,5,,Point (104559.70775291687459685 100457.2837925977219129),-58.413577,-34.625138,
LC-2019-0207780,1,2019-04-04,23.0,,,,,,
LC-2019-0207858,1,2019-04-04,1.0,5,,Point (103965.5200574940390652 102298.60791313904337585),-58.420065,-34.608542,
LC-2019-0207914,1,2019-04-04,0.0,4,,Point (105750.7094969537720317 97579.99720155817340128),-58.40057,-34.651069,
LC-2019-0207971,1,2019-04-04,5.0,9,,Point (95064.28339477205008734 97392.70422739174682647),-58.517141,-34.652761,
LC-2019-0208041,1,2019-04-04,8.0,7,,,,,
LC-2019-0208128,1,2019-04-04,4.0,,,,,,
LC-2019-0208385,1,2019-04-04,9.0,9,,Point (97144.9804550706903683 97637.20555394340772182),-58.494443,-34.650565,
LC-2019-0208408,1,2019-04-04,9.0,7,,Point (100624.60448371984239202 98052.09624760327278636),-58.456487,-34.646829,
LC-2019-0208442,1,2019-04-04,10.0,7,,Point (99312.33069554749818053 100156.38961371673212852),-58.470799,-34.62786,
LC-2019-0208795,1,2019-04-04,12.0,5,,Point (103588.25002201490860898 99119.62206010380759835),-58.424165,-34.6372,
LC-2019-0209040,1,2019-04-04,12.0,15,,Point (101139.44800995287369005 103323.72900745210063178),-58.450878,-34.599308,
LC-2019-0209063,1,2019-04-04,11.0,13,,Point (100305.55429013805405702 107901.7663268623437034),-58.45997,-34.55804,
LC-2019-0209082,1,2019-04-04,13.0,7,,Point (100838.67352675765869208 100207.97042375113232993),-58.454154,-34.627395,
LC-2019-0209211,1,2019-04-04,15.0,14,,Point (105240.80507088916783687 105080.5191781704488676),-58.406178,-34.583459,
LC-2019-0209256,2,2019-04-04,15.0,8,,Point (98132.38445155644149054 95543.57804397112340666),-58.483677,-34.66944,
LC-2019-0209351,1,2019-04-04,13.0,15,,Point (101789.15088918569381349 103178.30752372849383391),-58.443795,-34.600618,
LC-2019-0209387,1,2019-04-04,13.0,7,,Point (102544.91494061872072052 98087.38815252465428784),-58.435541,-34.646508,
LC-2019-0209435,2,2019-04-04,16.0,5,,Point (103538.37716716795694083 99379.11544403407606296),-58.42471,-34.634861,
LC-2019-0209482,1,2019-04-04,16.0,10,,Point (95623.58942110621137545 100613.84669796949310694),-58.511023,-34.623727,
LC-2019-0209667,2,2019-04-04,12.0,9,,Point (98255.45756899370462634 96575.84774498446495272),-58.482332,-34.660135,
LC-2019-0209688,1,2019-04-04,17.0,13,,Point (101614.25257747745490633 106624.80444339706446044),-58.445708,-34.56955,
LC-2019-0209704,1,2019-04-04,16.0,11,,Point (97426.28299181505281013 102962.10956304721185006),-58.491358,-34.602565,
LC-2019-0209901,1,2019-04-04,17.0,7,,,,,
LC-2019-0209980,2,2019-04-04,16.0,9,,Point (99250.17544661267311312 98907.71292060091218445),-58.471478,-34.639116,
LC-2019-0210158,1,2019-04-04,20.0,6,,Point (101132.15541892014152836 102141.84613401407841593),-58.450956,-34.609962,
LC-2019-0210197,1,2019-04-04,17.0,1,,Point (107321.85577385447686538 102292.80890056911448482),-58.383472,-34.608576,
LC-2019-0210236,1,2019-04-04,18.0,10,,Point (94522.91599689902795944 99455.88104588311398402),-58.523033,-34.63416,
LC-2019-0210269,1,2019-04-04,20.0,1,,Point (107409.24717022906406783 100769.84289862457080744),-58.382506,-34.622304,
LC-2019-0210514,1,2019-04-04,23.0,4,,Point (104921.62909324708743952 97616.85759718279587105),-58.409614,-34.650741,
LC-2019-0217381,1,2019-04-04,18.0,,,,,,
LC-2019-0230418,1,2019-04-04,11.0,15,,Point (99485.0983158399903914 103040.67331862269202247),-58.468913,-34.60186,
LC-2019-0210339,1,2019-04-04,19.0,,,,,,
LC-2019-0211284,1,2019-04-05,10.0,11,,Point (97799.16369310625304934 101796.40888151824765373),-58.487296,-34.613074,
LC-2019-0210575,2,2019-04-05,1.0,14,,Point (102901.60137759169447236 105121.3585220248933183),-58.431674,-34.5831,
LC-2019-0210586,1,2019-04-05,1.0,12,,Point (97236.45614743497571908 106418.83768957860593218),-58.493416,-34.571404,
LC-2019-0210840,1,2019-04-05,8.0,3,,Point (106566.06239555598585866 101230.51704544607491698),-58.391704,-34.618157,
LC-2019-0211083,1,2019-04-05,8.0,4,,Point (103923.8630659157061018 97659.26246699225157499),-58.420498,-34.650363,
LC-2019-0211084,1,2019-04-05,7.0,9,,Point (97013.84833025879925117 97751.20364890374185052),-58.495873,-34.649537,
LC-2019-0211189,1,2019-04-05,10.0,15,,Point (98651.08204855829535518 105015.41581388510530815),-58.478002,-34.584058,
LC-2019-0211393,1,2019-04-05,8.0,12,,Point (95999.6709888787008822 107098.6182458171970211),-58.506891,-34.565272,
LC-2019-0211453,1,2019-04-05,11.0,6,,Point (102265.39925665759074036 100061.19591734194546007),-58.438595,-34.628716,
LC-2019-0211541,1,2019-04-05,9.0,1,,Point (107333.41329003205464687 102060.50500916030432563),-58.383344,-34.61067,
LC-2019-0211688,1,2019-04-05,8.0,4,,Point (105999.04443014026037417 99417.35311727416410577),-58.397874,-34.634505,
LC-2019-0211707,1,2019-04-05,12.0,6,,Point (101964.21968928880232852 102081.80779093553428538),-58.441884,-34.610502,
LC-2019-0211715,1,2019-04-05,11.0,,,,,,
LC-2019-0211721,1,2019-04-05,11.0,,,,,,
LC-2019-0211964,1,2019-04-05,12.0,12,,Point (95377.74597756990988273 105484.25313229075982235),-58.513677,-34.579822,
LC-2019-0212018,1,2019-04-05,13.0,6,,Point (101737.44821162296284456 100836.62276705392287113),-58.444354,-34.621727,
LC-2019-0212102,1,2019-04-05,14.0,8,,Point (99648.34985680809768382 95261.32997186150169),-58.467137,-34.671986,
LC-2019-0212115,1,2019-04-05,14.0,14,,Point (105275.3229132100532297 105930.80069408362032846),-58.405807,-34.575794,
LC-2019-0212136,1,2019-04-05,13.0,15,,Point (97873.046430238042376 103522.88235627871472389),-58.486486,-34.597511,
LC-2019-0212196,2,2019-04-05,12.0,11,,Point (100054.54647288845444564 102429.22635154270392377),-58.462705,-34.607372,
LC-2019-0212256,1,2019-04-05,15.0,15,,Point (101596.05898949317634106 103721.24885441793594509),-58.445901,-34.595724,
LC-2019-0212411,1,2019-04-05,15.0,9,,Point (94212.88621939774020575 98902.46253604606317822),-58.526418,-34.639147,
LC-2019-0212419,1,2019-04-05,15.0,5,,Point (103713.21597197226947173 102580.70382302180223633),-58.422817,-34.606,
LC-2019-0212423,1,2019-04-05,14.0,,,,,,
LC-2019-0212506,1,2019-04-05,16.0,6,,Point (100633.03926800261251628 100990.40081798470055219),-58.456397,-34.620342,
LC-2019-0212807,1,2019-04-05,16.0,9,,Point (94950.95591263742244337 96932.48684121450060047),-58.51838,-34.656909,
LC-2019-0212907,2,2019-04-05,16.0,,,,,,
LC-2019-0212980,1,2019-04-05,18.0,1,,Point (106937.42577337534748949 102255.05265039151709061),-58.387663,-34.608919,
LC-2019-0213051,2,2019-04-05,19.0,7,,Point (99668.96006680555001367 99918.12563790466811042),-58.46691,-34.630008,
LC-2019-0213054,1,2019-04-05,19.0,4,,Point (105750.7094969537720317 97579.99720155817340128),-58.40057,-34.651069,
LC-2019-0213211,1,2019-04-05,18.0,10,,Point (98485.12206131710263435 100081.40587364167731721),-58.47982,-34.628535,
LC-2019-0213292,1,2019-04-05,19.0,8,,Point (102967.34098173544043675 96535.84935412085906137),-58.430928,-34.660493,
LC-2019-0213472,4,2019-04-05,18.0,4,,Point (104268.60445627507579047 96952.34951163885125425),-58.416734,-34.656734,
LC-2019-0213484,1,2019-04-05,23.0,1,,Point (107564.44645404467883054 105219.5896645220782375),-58.380853,-34.582191,
LC-2019-0213504,1,2019-04-05,22.0,15,,Point (97420.82177508457971271 104747.35535537808027584),-58.491412,-34.586472,
LC-2019-0213518,1,2019-04-05,16.0,13,,Point (100659.88106442504795268 106168.09491002299182583),-58.456108,-34.573668,
LC-2019-0213570,1,2019-04-05,21.0,2,,Point (106186.72346284272498451 104514.84816422118456103),-58.395864,-34.588553,
LC-2019-0213587,1,2019-04-05,23.0,6,,Point (102652.57228432482224889 100138.08328779884323012),-58.434373,-34.628022,
LC-2019-0213659,1,2019-04-05,23.0,14,,Point (102872.72748375525407027 106114.88216092191578355),-58.431992,-34.574144,
LC-2019-0213766,1,2019-04-05,23.0,,,,,,
LC-2019-0213821,1,2019-04-05,20.0,15,,Point (101052.94937682177987881 103357.35150725509447511),-58.451821,-34.599005,
LC-2019-0218851,1,2019-04-05,18.0,,,,,,
LC-2019-0258203,1,2019-04-05,17.0,2,,Point (106164.54631506491568871 103718.02980551638756879),-58.3961,-34.595736,
LC-2019-0277335,1,2019-04-05,6.0,,,Point (106566.405299211 101230.398054136),,,
LC-2019-0212362,1,2019-04-05,13.0,,,,,,
LC-2019-0214147,1,2019-04-06,11.0,13,,Point (99643.66311028224299662 107918.62232363077055197),-58.467182,-34.557888,
LC-2019-0214976,1,2019-04-06,16.0,11,,Point (96016.2052631316910265 102644.33223135481239296),-58.506732,-34.605425,
LC-2019-0215030,1,2019-04-06,17.0,9,,Point (94351.68847995845135301 96991.37516496572061442),-58.524917,-34.656375,
LC-2019-0215229,1,2019-04-06,19.0,12,,Point (99122.73365278969868086 108895.23343322417349555),-58.472857,-34.549084,
LC-2019-0213521,1,2019-04-06,20.0,15,,Point (97420.82177508457971271 104747.35535537808027584),-58.491412,-34.586472,
LC-2019-0213629,1,2019-04-06,15.0,2,,Point (106053.72283475982840173 105122.18285496914177202),-58.397318,-34.583079,
LC-2019-0213703,1,2019-04-06,1.0,5,,Point (103862.31743471266236156 102703.77972211151791271),-58.421192,-34.60489,
LC-2019-0213813,1,2019-04-06,3.0,8,,Point (102984.53914467901631724 96426.79542519352980889),-58.43074,-34.661476,
LC-2019-0213908,1,2019-04-06,5.0,9,,Point (99651.61514617603097577 98141.73974507481034379),-58.4671,-34.646021,
LC-2019-0213926,1,2019-04-06,6.0,11,,Point (95133.6512497803196311 104856.46786123763013165),-58.516341,-34.58548,
LC-2019-0213939,1,2019-04-06,7.0,8,,Point (98866.57573816868534777 95195.92196728696580976),-58.475667,-34.672575,
LC-2019-0214002,1,2019-04-06,7.0,5,,Point (104417.55985334374418017 103161.13463023105578031),-58.415141,-34.600765,
LC-2019-0214289,1,2019-04-06,12.0,1,,Point (106688.48102872380695771 101721.75508190308755729),-58.390373,-34.613728,
LC-2019-0214406,5,2019-04-06,9.0,4,,Point (103875.20454892326961271 97709.53590376218198799),-58.421029,-34.64991,
LC-2019-0214428,1,2019-04-06,11.0,,,,,,
LC-2019-0214491,1,2019-04-06,14.0,4,,Point (107759.73755271712434478 99878.75876100128516555),-58.378676,-34.630334,
LC-2019-0214676,1,2019-04-06,16.0,12,,Point (96312.81186506579979323 107940.28448156810190994),-58.503475,-34.557686,
LC-2019-0214816,1,2019-04-06,17.0,4,,Point (103761.05695319017104339 98137.01166923916025553),-58.422276,-34.646057,
LC-2019-0214903,3,2019-04-06,16.0,4,,Point (108028.9016876696550753 97049.15481356131203938),-58.375714,-34.655839,
LC-2019-0214983,1,2019-04-06,16.0,8,,Point (100562.11194018434616737 95301.37237386229389813),-58.457167,-34.671625,
LC-2019-0214996,1,2019-04-06,18.0,5,,Point (103156.76005192758748308 101578.95609779008373152),-58.42888,-34.615032,
LC-2019-0215096,1,2019-04-06,16.0,2,,Point (105293.65432542952476069 103462.9734254765935475),-58.405592,-34.59804,
LC-2019-0215100,1,2019-04-06,18.0,11,,Point (98966.67545383477408905 101273.45738149220414925),-58.474567,-34.61779,
LC-2019-0215133,1,2019-04-06,18.0,3,,Point (105329.42941840256389696 102818.20865836259326898),-58.405198,-34.603852,
LC-2019-0215224,1,2019-04-06,21.0,13,,Point (99631.41705093781638425 108789.66304473756463267),-58.467315,-34.550036,
LC-2019-0215232,1,2019-04-06,21.0,5,,Point (104305.77240332888322882 102628.70661591284442693),-58.416357,-34.605565,
LC-2019-0215249,1,2019-04-06,19.0,8,,Point (99434.74094590017921291 93460.07128066178120207),-58.469469,-34.688223,
LC-2019-0215372,1,2019-04-06,22.0,14,,Point (104719.24869389260129537 106421.97503929538652301),-58.41187,-34.571369,
LC-2019-0215433,1,2019-04-06,20.0,5,,Point (104111.05213627772172913 102023.65215434572019149),-58.418477,-34.61102,
LC-2019-0219069,1,2019-04-06,17.0,5,,Point (104472.52335003193002194 101661.06682521534094121),-58.414534,-34.614287,
LC-2019-0291262,1,2019-04-06,19.0,3,,Point (106026.3199572199373506 102182.35848212137352675),-58.397596,-34.60958,
PFA-2019-0000084,1,2019-04-06,20.0,,,Point (105317.156071 103967.51628),,,
LC-2019-0216121,1,2019-04-07,12.0,7,,Point (100802.92379581215209328 100372.1553082804166479),-58.454544,-34.625915,
LC-2019-0216569,1,2019-04-07,21.0,15,,Point (99435.40511289183632471 105432.16555708620580845),-58.469453,-34.580302,
LC-2019-0215436,2,2019-04-07,1.0,5,,Point (104111.05213627772172913 102023.65215434572019149),-58.418477,-34.61102,
LC-2019-0215501,1,2019-04-07,2.0,9,,Point (97609.06473749998258427 98571.29428802049369551),-58.489378,-34.642146,
LC-2019-0215651,1,2019-04-07,5.0,14,,Point (104927.53675409049901646 106226.73706978227710351),-58.409599,-34.573128,
LC-2019-0215761,2,2019-04-07,7.0,9,,Point (95346.517557581566507 98879.8134662201628089),-58.514054,-34.639357,
LC-2019-0215866,1,2019-04-07,6.0,1,,Point (109399.46717352629639208 102698.07001902721822262),-58.360825,-34.604906,
LC-2019-0215995,1,2019-04-07,11.0,2,,Point (105123.96337870106799528 104661.25700916588539258),-58.407449,-34.587239,
LC-2019-0216055,2,2019-04-07,13.0,10,,Point (93907.30563970848743338 100124.20160621250397526),-58.529742,-34.628132,
LC-2019-0216091,1,2019-04-07,15.0,10,,Point (97336.41663622265332378 99751.77699520981695969),-58.492348,-34.631504,
LC-2019-0216137,1,2019-04-07,15.0,3,,Point (105801.07690699119120836 101181.7693861343577737),-58.400045,-34.618601,
LC-2019-0216219,1,2019-04-07,17.0,6,,Point (102569.29832895843719598 101109.66355589202430565),-58.435284,-34.619264,
LC-2019-0216255,1,2019-04-07,17.0,6,,Point (103207.86193048459244892 101091.82947417636751197),-58.428321,-34.619423,
LC-2019-0216298,1,2019-04-07,18.0,14,,Point (104902.52055983805621509 105766.04609974363120273),-58.409869,-34.577281,
LC-2019-0216564,1,2019-04-07,21.0,,,,,,
LC-2019-0216572,1,2019-04-07,20.0,,,,,,
LC-2019-0216628,1,2019-04-07,21.0,,,,,,
LC-2019-0216648,1,2019-04-07,23.0,5,,Point (104169.03592903471144382 99590.29627718171104789),-58.417833,-34.632955,
LC-2019-0219434,1,2019-04-07,5.0,7,,Point (99877.3838051667844411 100120.69706567606772296),-58.464637,-34.628182,
LC-2019-0236056,1,2019-04-07,19.0,3,,Point (106528.8852467114047613 102491.85768823578837328),-58.392119,-34.606787,
LC-2019-0241501,1,2019-04-07,15.0,,,,,,
LC-2019-0329294,1,2019-04-07,16.0,2,,Point (106444.84379704171442427 103387.92500032245879993),-58.393042,-34.59871,
LC-2019-0219160,1,2019-04-08,16.0,8,,Point (100236.58777561414171942 91732.49967877700692043),-58.460718,-34.703796,
LC-2019-0219417,1,2019-04-08,18.0,12,,Point (96571.93766796386626083 108566.04447752828127705),-58.500649,-34.552046,
LC-2019-0219439,1,2019-04-08,20.0,12,,Point (98220.09558999154251069 107108.75314659747527912),-58.482695,-34.565187,
LC-2019-0226641,1,2019-04-08,13.0,11,,Point (95531.63496309296169784 103940.25248845959140453),-58.512008,-34.593741,
LC-2019-0216612,5,2019-04-08,21.0,8,,,,,
LC-2019-0216616,1,2019-04-08,0.0,9,,Point (99177.07888521406857762 99138.44886234286241233),-58.472275,-34.637036,
LC-2019-0216726,1,2019-04-08,0.0,9,,Point (98965.52849335689097643 97777.37668224093795288),-58.474584,-34.649305,
LC-2019-0216821,2,2019-04-08,6.0,8,,Point (101767.77858094911789522 96747.25779038350447081),-58.444015,-34.65859,
LC-2019-0217015,1,2019-04-08,8.0,3,,Point (106118.11980967076669913 102584.65444373636273667),-58.396598,-34.605953,
LC-2019-0217174,1,2019-04-08,9.0,6,,Point (102265.39925665759074036 100061.19591734194546007),-58.438595,-34.628716,
LC-2019-0217317,1,2019-04-08,9.0,12,,Point (96367.71350444581185002 108122.79042524228862021),-58.502876,-34.556041,
LC-2019-0217365,1,2019-04-08,10.0,1,,Point (107688.55432888404175173 102847.18100248943665065),-58.379479,-34.603576,
LC-2019-0217460,1,2019-04-08,11.0,,,,,,
LC-2019-0217565,1,2019-04-08,12.0,15,,Point (98779.86982036466361023 103205.78266006271587685),-58.476601,-34.600371,
LC-2019-0217591,1,2019-04-08,10.0,2,,Point (105670.12709206320869271 104073.1072968114312971),-58.401492,-34.592538,
LC-2019-0217638,1,2019-04-08,12.0,13,,Point (100968.98452049432671629 108625.78059223323361948),-58.452742,-34.551513,
LC-2019-0217946,1,2019-04-08,13.0,7,,Point (100716.31034519795503002 99713.88090261335310061),-58.455488,-34.631849,
LC-2019-0217966,1,2019-04-08,13.0,5,,Point (103542.13332811815780587 102289.12595864981994964),-58.424681,-34.608629,
LC-2019-0218226,1,2019-04-08,14.0,,,,,,
LC-2019-0218233,1,2019-04-08,13.0,,,,,,
LC-2019-0218286,1,2019-04-08,15.0,9,,Point (96282.14327097567729652 96506.14026656713394914),-58.50386,-34.660758,
LC-2019-0218778,1,2019-04-08,17.0,1,,Point (106937.42577337534748949 102255.05265039151709061),-58.387663,-34.608919,
LC-2019-0218853,1,2019-04-08,14.0,12,,Point (97266.18369751266436651 106429.49622812782763503),-58.493092,-34.571308,
LC-2019-0218888,2,2019-04-08,17.0,3,,Point (105277.6609320687566651 101618.714415285634459),-58.405755,-34.614665,
LC-2019-0219061,1,2019-04-08,16.0,4,,Point (107298.70569335356412921 97681.86008019337896258),-58.383685,-34.650141,
LC-2019-0219131,1,2019-04-08,18.0,,,,,,
LC-2019-0219221,1,2019-04-08,19.0,11,,Point (99573.10565329503151588 102271.13371709593047854),-58.467954,-34.608797,
LC-2019-0219233,1,2019-04-08,19.0,13,,Point (100506.06972308603872079 107578.94513660890515894),-58.457785,-34.56095,
LC-2019-0219269,2,2019-04-08,17.0,11,,Point (98119.06073124015529174 103148.09366458740259986),-58.483805,-34.60089,
LC-2019-0219347,1,2019-04-08,20.0,15,,Point (100409.79784017834754195 105132.21689110611623619),-58.458833,-34.583006,
LC-2019-0219514,1,2019-04-08,21.0,12,,Point (98865.6806596812675707 107868.85740238919970579),-58.475659,-34.558336,
LC-2019-0225912,1,2019-04-08,17.0,14,,Point (104803.81937979914073367 105819.45593633751559537),-58.410945,-34.5768,
LC-2019-0238403,1,2019-04-08,15.0,10,,Point (96285.17656759549572598 98732.03618809815088753),-58.503817,-34.640693,
LC-2019-0218755,1,2019-04-08,16.0,,,Point (104804.108629692 105819.478240621),,,
LC-2019-0221201,1,2019-04-09,14.0,4,,Point (108876.99377568913041614 99036.10370201783371158),-58.366483,-34.637921,
LC-2019-0221650,1,2019-04-09,15.0,5,,Point (104311.66317609882389661 102473.72995332596474327),-58.416292,-34.606962,
LC-2019-0221837,1,2019-04-09,17.0,4,,Point (104308.42331517848651856 98023.95589531291625462),-58.416305,-34.647074,
LC-2019-0222284,1,2019-04-09,19.0,6,,Point (101761.04616943435394205 100996.25194335984997451),-58.444097,-34.620288,
LC-2019-0222538,1,2019-04-09,19.0,12,,Point (98112.76807525551703293 106472.75426541254273616),-58.483866,-34.57092,
LC-2019-0219711,1,2019-04-09,0.0,,,,,,
LC-2019-0219789,1,2019-04-09,2.0,,,,,,
LC-2019-0219966,1,2019-04-09,8.0,3,,Point (105899.76105493410432246 101188.8073052208928857),-58.398969,-34.618537,
LC-2019-0220048,1,2019-04-09,8.0,6,,Point (101865.33816886408021674 102036.5668211337615503),-58.442962,-34.61091,
LC-2019-0220215,1,2019-04-09,8.0,5,,Point (103921.84216148874838836 101156.56562874524388462),-58.420536,-34.618837,
LC-2019-0220350,1,2019-04-09,10.0,12,,Point (96753.20363275575800799 108580.64294200442964211),-58.498674,-34.551915,
LC-2019-0220383,2,2019-04-09,9.0,6,,Point (101831.6471018665615702 100445.45299530947522726),-58.443326,-34.625253,
LC-2019-0220393,1,2019-04-09,10.0,12,,Point (98416.37201287853531539 109277.6300647485331865),-58.480552,-34.545636,
LC-2019-0220602,1,2019-04-09,11.0,12,,Point (96753.20363275575800799 108580.64294200442964211),-58.498674,-34.551915,
LC-2019-0220718,3,2019-04-09,11.0,3,,Point (105152.85959125388762914 101990.63324222383380402),-58.407118,-34.611313,
LC-2019-0220732,2,2019-04-09,12.0,6,,Point (103057.40163339623541106 101196.15713360357040074),-58.429962,-34.618483,
LC-2019-0220790,1,2019-04-09,10.0,15,,Point (101149.58594016850111075 104501.61588467069668695),-58.450769,-34.58869,
LC-2019-0221234,1,2019-04-09,14.0,11,,Point (94742.77518806683656294 101565.41529408168571535),-58.520622,-34.615145,
LC-2019-0221355,1,2019-04-09,13.0,11,,Point (97085.57521589456882793 103063.06675371743040159),-58.495072,-34.601654,
LC-2019-0221518,2,2019-04-09,14.0,8,,Point (102716.92711452730873134 96574.41915415883704554),-58.43366,-34.660146,
LC-2019-0221529,2,2019-04-09,14.0,13,,Point (99677.88806918406044133 110364.01494863603147678),-58.466808,-34.535844,
LC-2019-0221536,1,2019-04-09,16.0,4,,Point (106713.00550857081543654 99225.28345586310024373),-58.390086,-34.636232,
LC-2019-0221580,1,2019-04-09,13.0,2,,Point (106290.49977299031161238 104401.18334076744213235),-58.394732,-34.589577,
LC-2019-0221630,1,2019-04-09,15.0,,,,,,
LC-2019-0221785,1,2019-04-09,17.0,,,,,,
LC-2019-0221861,1,2019-04-09,17.0,4,,Point (108544.41581881359161343 99409.81918173092708457),-58.370114,-34.634555,
LC-2019-0222222,1,2019-04-09,15.0,11,,Point (95223.11093070794595405 104315.27250763168558478),-58.515369,-34.590359,
LC-2019-0222227,1,2019-04-09,18.0,1,,Point (108059.35048153488605749 104058.37072946765692905),-58.375448,-34.592655,
